run.number,step,p.transition,conform.fixation,sample.size,population,mean.p.conform,mean.conform,mean.action,conformist.mortality,contrarian.mortality,environment
6,36,0.03,TRUE,50,1000,0.980634455,0.948,0.156,0.199367089,0.038461538,1
1,39,0.01,TRUE,5,1000,0.993375802,0.996,0.974,0.049246231,0.2,1
2,39,0.01,TRUE,50,1000,0.994040934,0.995,0.967,0.049246231,0.2,1
4,44,0.02,TRUE,50,1000,0.982545487,0.982,0.953,0.049029622,0.19047619,1
5,48,0.03,TRUE,5,1000,0.990393937,0.99,0.108,0.19858871,0,1
8,45,0.04,TRUE,50,1000,0.98855658,0.988,0.957,0.04969574,0.142857143,1
3,37,0.02,TRUE,5,1000,0.979281744,0.94,0.171,0.197662062,0.033898305,1
6,37,0.03,TRUE,50,1000,0.980444711,0.949,0.141,0.199367089,0.038461538,1
1,40,0.01,TRUE,5,1000,0.993080643,0.995,0.962,0.049196787,0,1
7,40,0.04,TRUE,5,1000,0.987306007,0.979,0.88,0.19918284,0.047619048,0
8,46,0.04,TRUE,50,1000,0.988482583,0.988,0.965,0.049595142,0.166666667,1
2,40,0.01,TRUE,50,1000,0.993961079,0.996,0.972,0.049246231,0.2,1
5,49,0.03,TRUE,5,1000,0.98996466,0.988,0.102,0.198989899,0,1
4,45,0.02,TRUE,50,1000,0.982600295,0.984,0.963,0.049898167,0.166666667,1
3,38,0.02,TRUE,5,1000,0.979112699,0.938,0.176,0.195744681,0.05,1
6,38,0.03,TRUE,50,1000,0.980029011,0.945,0.143,0.199157007,0.039215686,1
1,41,0.01,TRUE,5,1000,0.992947497,0.994,0.973,0.049246231,0.2,1
7,41,0.04,TRUE,5,1000,0.986967328,0.979,0.879,0.198161389,0.047619048,0
4,46,0.02,TRUE,50,1000,0.982641552,0.986,0.963,0.049796748,0.1875,1
2,41,0.01,TRUE,50,1000,0.993758631,0.996,0.974,0.049196787,0,1
5,50,0.03,TRUE,5,1000,0.989360873,0.986,0.115,0.199392713,0,1
8,47,0.04,TRUE,50,1000,0.988318492,0.99,0.962,0.049595142,0.166666667,1
3,39,0.02,TRUE,5,1000,0.978897959,0.937,0.155,0.196162047,0.048387097,1
1,42,0.01,TRUE,5,1000,0.992976025,0.994,0.968,0.049295775,0.166666667,1
6,39,0.03,TRUE,50,1000,0.979636699,0.943,0.154,0.2,0.036363636,1
4,47,0.02,TRUE,50,1000,0.98284905,0.988,0.964,0.04969574,0.142857143,1
5,51,0.03,TRUE,5,1000,0.988851514,0.986,0.121,0.198782961,0.071428571,1
7,42,0.04,TRUE,5,1000,0.986224347,0.979,0.891,0.198161389,0.047619048,0
2,42,0.01,TRUE,50,1000,0.993516504,0.996,0.977,0.049196787,0,1
8,48,0.04,TRUE,50,1000,0.988245761,0.992,0.965,0.049494949,0.2,1
1,43,0.01,TRUE,5,1000,0.992920362,0.995,0.966,0.049295775,0.166666667,1
3,40,0.02,TRUE,5,1000,0.978489305,0.934,0.166,0.19850587,0.031746032,1
6,40,0.03,TRUE,50,1000,0.978933286,0.939,0.153,0.199363733,0.035087719,1
4,48,0.02,TRUE,50,1000,0.982564296,0.99,0.965,0.049595142,0.166666667,1
5,52,0.03,TRUE,5,1000,0.988236981,0.982,0.108,0.198782961,0,1
7,43,0.04,TRUE,5,1000,0.985392825,0.975,0.882,0.19918284,0.047619048,0
8,49,0.04,TRUE,50,1000,0.988135345,0.993,0.966,0.049395161,0.125,1
2,43,0.01,TRUE,50,1000,0.993316128,0.996,0.974,0.049196787,0,1
1,44,0.01,TRUE,5,1000,0.992862557,0.995,0.968,0.049246231,0.2,1
3,41,0.02,TRUE,5,1000,0.977844411,0.936,0.156,0.197002141,0.060606061,1
5,53,0.03,TRUE,5,1000,0.987848555,0.979,0.117,0.199592668,0,1
4,49,0.02,TRUE,50,1000,0.982163433,0.992,0.966,0.049494949,0.2,1
7,44,0.04,TRUE,5,1000,0.98428524,0.976,0.875,0.198974359,0.04,0
6,41,0.03,TRUE,50,1000,0.979094958,0.935,0.156,0.19914803,0.049180328,1
8,50,0.04,TRUE,50,1000,0.987973774,0.994,0.971,0.049345418,0.142857143,1
2,44,0.01,TRUE,50,1000,0.993308389,0.996,0.973,0.049196787,0,1
1,45,0.01,TRUE,5,1000,0.992804955,0.996,0.971,0.049246231,0.2,1
3,42,0.02,TRUE,5,1000,0.978094858,0.933,0.169,0.196581197,0.0625,1
5,54,0.03,TRUE,5,1000,0.986861419,0.977,0.135,0.20020429,0,1
4,50,0.02,TRUE,50,1000,0.982349604,0.992,0.97,0.049395161,0.125,1
8,51,0.04,TRUE,50,1000,0.987971153,0.993,0.97,0.049295775,0.166666667,1
6,42,0.03,TRUE,50,1000,0.978919699,0.935,0.166,0.2,0.046153846,1
7,45,0.04,TRUE,5,1000,0.984045896,0.974,0.866,0.198770492,0,0
2,45,0.01,TRUE,50,1000,0.993159773,0.994,0.971,0.049196787,0,1
5,55,0.03,TRUE,5,1000,0.985757021,0.974,0.121,0.198567042,0.043478261,1
4,51,0.02,TRUE,50,1000,0.982248967,0.992,0.975,0.049395161,0.125,1
1,46,0.01,TRUE,5,1000,0.992601309,0.994,0.968,0.049196787,0,1
3,43,0.02,TRUE,5,1000,0.978550696,0.93,0.177,0.196141479,0.044776119,1
8,52,0.04,TRUE,50,1000,0.987819697,0.992,0.974,0.049345418,0.142857143,1
7,46,0.04,TRUE,5,1000,0.983954348,0.972,0.863,0.198151951,0.038461538,0
5,56,0.03,TRUE,5,1000,0.985864792,0.971,0.124,0.198151951,0.038461538,1
1,47,0.01,TRUE,5,1000,0.992437289,0.995,0.973,0.049295775,0.166666667,1
4,52,0.02,TRUE,50,1000,0.982080379,0.991,0.967,0.049395161,0.125,1
2,46,0.01,TRUE,50,1000,0.993192535,0.995,0.972,0.049295775,0.166666667,1
6,43,0.03,TRUE,50,1000,0.978186496,0.93,0.163,0.2,0.046153846,1
3,44,0.02,TRUE,5,1000,0.977747477,0.931,0.179,0.196774194,0.057142857,1
8,53,0.04,TRUE,50,1000,0.987812528,0.993,0.97,0.049395161,0.125,1
7,47,0.04,TRUE,5,1000,0.984059098,0.966,0.864,0.198559671,0,0
5,57,0.03,TRUE,5,1000,0.986063459,0.97,0.121,0.198764161,0.034482759,1
2,47,0.01,TRUE,50,1000,0.993052625,0.996,0.968,0.049246231,0.2,1
4,53,0.02,TRUE,50,1000,0.982382013,0.992,0.967,0.049445005,0.111111111,1
6,44,0.03,TRUE,50,1000,0.977405101,0.927,0.171,0.2,0.042857143,1
8,54,0.04,TRUE,50,1000,0.987755425,0.994,0.964,0.049345418,0.142857143,1
1,48,0.01,TRUE,5,1000,0.992117644,0.995,0.972,0.049246231,0.2,1
3,45,0.02,TRUE,5,1000,0.977014861,0.928,0.177,0.196562836,0.043478261,1
5,58,0.03,TRUE,5,1000,0.985587459,0.969,0.127,0.198969072,0.033333333,1
4,54,0.02,TRUE,50,1000,0.982370594,0.991,0.965,0.049395161,0.125,1
7,48,0.04,TRUE,5,1000,0.984044413,0.968,0.868,0.198757764,0.058823529,0
2,48,0.01,TRUE,50,1000,0.992978971,0.996,0.973,0.049196787,0,1
8,55,0.04,TRUE,50,1000,0.987808904,0.994,0.976,0.049295775,0.166666667,1
1,49,0.01,TRUE,5,1000,0.992142692,0.995,0.972,0.049246231,0.2,1
5,59,0.03,TRUE,5,1000,0.984842056,0.967,0.119,0.199174407,0.032258065,1
6,45,0.03,TRUE,50,1000,0.977604431,0.927,0.147,0.199568501,0.04109589,1
3,46,0.02,TRUE,5,1000,0.976393571,0.924,0.183,0.197198276,0.055555556,1
4,55,0.02,TRUE,50,1000,0.982183384,0.992,0.964,0.049445005,0.111111111,1
7,49,0.04,TRUE,5,1000,0.983664447,0.966,0.869,0.198347107,0.03125,0
8,56,0.04,TRUE,50,1000,0.987598339,0.993,0.972,0.049295775,0.166666667,1
2,49,0.01,TRUE,50,1000,0.992928457,0.996,0.97,0.049196787,0,1
5,60,0.03,TRUE,5,1000,0.984812413,0.961,0.127,0.198552223,0.060606061,1
1,50,0.01,TRUE,5,1000,0.992021458,0.995,0.968,0.049246231,0.2,1
6,46,0.03,TRUE,50,1000,0.976972444,0.922,0.173,0.199568501,0.04109589,1
4,56,0.02,TRUE,50,1000,0.982458323,0.992,0.973,0.049395161,0.125,1
3,47,0.02,TRUE,5,1000,0.975750533,0.924,0.18,0.196969697,0.039473684,1
7,50,0.04,TRUE,5,1000,0.982926078,0.963,0.858,0.198757764,0.029411765,0
8,57,0.04,TRUE,50,1000,0.987686,0.993,0.972,0.049345418,0.142857143,1
2,50,0.01,TRUE,50,1000,0.99276063,0.993,0.972,0.049196787,0,1
5,61,0.03,TRUE,5,1000,0.984282333,0.96,0.145,0.198751301,0.025641026,1
1,51,0.01,TRUE,5,1000,0.991905192,0.996,0.97,0.049246231,0.2,1
6,47,0.03,TRUE,50,1000,0.976120856,0.921,0.173,0.199566161,0.038461538,1
4,57,0.02,TRUE,50,1000,0.982554376,0.993,0.966,0.049395161,0.125,1
8,58,0.04,TRUE,50,1000,0.987777013,0.994,0.966,0.049345418,0.142857143,1
3,48,0.02,TRUE,5,1000,0.975075108,0.926,0.176,0.194805195,0.065789474,1
7,51,0.04,TRUE,5,1000,0.983026976,0.963,0.862,0.197300104,0.054054054,0
5,62,0.03,TRUE,5,1000,0.983680624,0.96,0.139,0.197916667,0.05,1
4,58,0.02,TRUE,50,1000,0.982424073,0.992,0.969,0.049345418,0.142857143,1
2,51,0.01,TRUE,50,1000,0.992566838,0.993,0.974,0.049345418,0.142857143,1
1,52,0.01,TRUE,5,1000,0.991959804,0.997,0.971,0.049196787,0.25,1
8,59,0.04,TRUE,50,1000,0.987766192,0.993,0.967,0.049295775,0.166666667,1
6,48,0.03,TRUE,50,1000,0.974816411,0.92,0.174,0.199782845,0.037974684,1
5,63,0.03,TRUE,5,1000,0.983273057,0.96,0.146,0.197916667,0.05,1
3,49,0.02,TRUE,5,1000,0.974448775,0.927,0.179,0.196544276,0.040540541,1
7,52,0.04,TRUE,5,1000,0.983114596,0.958,0.854,0.199376947,0,0
4,59,0.02,TRUE,50,1000,0.982177936,0.993,0.968,0.049395161,0.125,1
2,52,0.01,TRUE,50,1000,0.992413835,0.994,0.971,0.049345418,0.142857143,1
8,60,0.04,TRUE,50,1000,0.987430986,0.993,0.964,0.049345418,0.142857143,1
1,53,0.01,TRUE,5,1000,0.991731322,0.997,0.969,0.049147442,0,1
6,49,0.03,TRUE,50,1000,0.974809769,0.923,0.173,0.2,0.05,1
5,64,0.03,TRUE,5,1000,0.98278313,0.961,0.134,0.197916667,0.05,1
3,50,0.02,TRUE,5,1000,0.973674013,0.926,0.185,0.196332255,0.04109589,1
4,60,0.02,TRUE,50,1000,0.982144361,0.994,0.976,0.049345418,0.142857143,1
7,53,0.04,TRUE,5,1000,0.982581804,0.955,0.861,0.197286013,0.047619048,0
8,61,0.04,TRUE,50,1000,0.98760916,0.994,0.971,0.049345418,0.142857143,1
2,53,0.01,TRUE,50,1000,0.99242737,0.995,0.972,0.049295775,0.166666667,1
1,54,0.01,TRUE,5,1000,0.991797859,0.997,0.974,0.049147442,0,1
5,65,0.03,TRUE,5,1000,0.982905286,0.96,0.138,0.199791883,0.051282051,1
6,50,0.03,TRUE,50,1000,0.974353276,0.921,0.162,0.199349946,0.038961039,1
4,61,0.02,TRUE,50,1000,0.981988969,0.993,0.968,0.049295775,0.166666667,1
3,51,0.02,TRUE,5,1000,0.972803723,0.919,0.174,0.19762419,0.027027027,1
8,62,0.04,TRUE,50,1000,0.987358888,0.995,0.97,0.049295775,0.166666667,1
7,54,0.04,TRUE,5,1000,0.982194232,0.955,0.862,0.197905759,0.044444444,0
1,55,0.01,TRUE,5,1000,0.99160502,0.997,0.968,0.049147442,0,1
2,54,0.01,TRUE,50,1000,0.992208156,0.995,0.972,0.049246231,0.2,1
5,66,0.03,TRUE,5,1000,0.982403622,0.959,0.143,0.198958333,0.025,1
4,62,0.02,TRUE,50,1000,0.982096916,0.994,0.961,0.049345418,0.142857143,1
8,63,0.04,TRUE,50,1000,0.987175898,0.995,0.973,0.049246231,0.2,1
6,51,0.03,TRUE,50,1000,0.974191918,0.921,0.171,0.199782845,0.037974684,1
7,55,0.04,TRUE,5,1000,0.982043541,0.953,0.848,0.196858639,0.044444444,0
2,55,0.01,TRUE,50,1000,0.992340959,0.996,0.976,0.049246231,0.2,1
1,56,0.01,TRUE,5,1000,0.991432517,0.996,0.972,0.049147442,0,1
3,52,0.02,TRUE,5,1000,0.973537404,0.92,0.193,0.195865071,0.049382716,1
5,67,0.03,TRUE,5,1000,0.98126359,0.956,0.146,0.198123045,0.024390244,1
4,63,0.02,TRUE,50,1000,0.98214938,0.995,0.977,0.049295775,0.166666667,1
8,64,0.04,TRUE,50,1000,0.987173561,0.996,0.967,0.049246231,0.2,1
6,52,0.03,TRUE,50,1000,0.9740437,0.921,0.181,0.199782845,0.037974684,1
7,56,0.04,TRUE,5,1000,0.981187534,0.953,0.848,0.197271773,0.042553191,0
1,57,0.01,TRUE,5,1000,0.99155553,0.996,0.972,0.049196787,0,1
3,53,0.02,TRUE,5,1000,0.973094005,0.92,0.184,0.197826087,0.025,1
2,56,0.01,TRUE,50,1000,0.992194727,0.996,0.974,0.049196787,0,1
5,68,0.03,TRUE,5,1000,0.981381879,0.954,0.157,0.19874477,0.045454545,1
8,65,0.04,TRUE,50,1000,0.987323394,0.994,0.971,0.049196787,0,1
4,64,0.02,TRUE,50,1000,0.982274406,0.996,0.968,0.049246231,0.2,1
6,53,0.03,TRUE,50,1000,0.974194748,0.92,0.156,0.199782845,0.037974684,1
7,57,0.04,TRUE,5,1000,0.981350237,0.963,0.928,0.049317943,0.234042553,1
5,69,0.03,TRUE,5,1000,0.980992094,0.956,0.137,0.19706499,0.065217391,1
8,66,0.04,TRUE,50,1000,0.987370899,0.995,0.969,0.049295775,0.166666667,1
1,58,0.01,TRUE,5,1000,0.991449187,0.996,0.964,0.049196787,0,1
3,54,0.02,TRUE,5,1000,0.972072708,0.921,0.187,0.195652174,0.05,1
2,57,0.01,TRUE,50,1000,0.992046692,0.995,0.971,0.049196787,0,1
4,65,0.02,TRUE,50,1000,0.982139106,0.994,0.97,0.049196787,0,1
6,54,0.03,TRUE,50,1000,0.973136093,0.92,0.162,0.2,0.05,1
7,58,0.04,TRUE,5,1000,0.981795092,0.97,0.943,0.049844237,0.189189189,1
5,70,0.03,TRUE,5,1000,0.97992721,0.955,0.152,0.197698745,0.045454545,1
8,67,0.04,TRUE,50,1000,0.987514081,0.995,0.97,0.049246231,0.2,1
1,59,0.01,TRUE,5,1000,0.991401904,0.995,0.971,0.049196787,0,1
4,66,0.02,TRUE,50,1000,0.981963754,0.995,0.969,0.049295775,0.166666667,1
3,55,0.02,TRUE,5,1000,0.971191983,0.915,0.202,0.195439739,0.050632911,1
2,58,0.01,TRUE,50,1000,0.992059293,0.995,0.973,0.049246231,0.2,1
6,55,0.03,TRUE,50,1000,0.972816063,0.921,0.181,0.2,0.05,1
5,71,0.03,TRUE,5,1000,0.979768374,0.965,0.077,0.04921466,0.244444444,0
7,59,0.04,TRUE,5,1000,0.981923535,0.974,0.944,0.049484536,0.166666667,1
4,67,0.02,TRUE,50,1000,0.981875239,0.996,0.966,0.049246231,0.2,1
8,68,0.04,TRUE,50,1000,0.987257783,0.996,0.969,0.049246231,0.2,1
1,60,0.01,TRUE,5,1000,0.991304888,0.996,0.972,0.049246231,0.2,1
3,56,0.02,TRUE,5,1000,0.970675444,0.914,0.218,0.192349727,0.058823529,1
2,59,0.01,TRUE,50,1000,0.991737552,0.994,0.971,0.049246231,0.2,1
5,72,0.03,TRUE,5,1000,0.979719253,0.971,0.056,0.049740933,0.2,0
7,60,0.04,TRUE,5,1000,0.982208187,0.978,0.947,0.049281314,0.192307692,1
4,68,0.02,TRUE,50,1000,0.981675811,0.993,0.969,0.049196787,0,1
6,56,0.03,TRUE,50,1000,0.972950589,0.923,0.168,0.199782845,0.037974684,1
8,69,0.04,TRUE,50,1000,0.986914919,0.994,0.969,0.049196787,0,1
1,61,0.01,TRUE,5,1000,0.991181478,0.995,0.97,0.049196787,0,1
5,73,0.03,TRUE,5,1000,0.979373056,0.977,0.047,0.049433574,0.206896552,0
7,61,0.04,TRUE,5,1000,0.982286395,0.981,0.959,0.049079755,0.181818182,1
2,60,0.01,TRUE,50,1000,0.991784084,0.995,0.962,0.049295775,0.166666667,1
3,57,0.02,TRUE,5,1000,0.970145646,0.912,0.181,0.195842451,0.046511628,1
4,69,0.02,TRUE,50,1000,0.981700412,0.992,0.969,0.049345418,0.142857143,1
8,70,0.04,TRUE,50,1000,0.986506647,0.993,0.974,0.049295775,0.166666667,1
1,62,0.01,TRUE,5,1000,0.991104606,0.996,0.971,0.049246231,0.2,1
5,74,0.03,TRUE,5,1000,0.979458537,0.981,0.041,0.04912999,0.173913043,0
6,57,0.03,TRUE,50,1000,0.972862011,0.92,0.161,0.199349946,0.038961039,1
7,62,0.04,TRUE,5,1000,0.982473198,0.982,0.957,0.049949032,0.157894737,1
3,58,0.02,TRUE,5,1000,0.969243776,0.911,0.193,0.194078947,0.056818182,1
2,61,0.01,TRUE,50,1000,0.991734189,0.996,0.972,0.049246231,0.2,1
4,70,0.02,TRUE,50,1000,0.981782053,0.991,0.968,0.049395161,0.125,1
8,71,0.04,TRUE,50,1000,0.986532862,0.994,0.969,0.049345418,0.142857143,1
5,75,0.03,TRUE,5,1000,0.979640563,0.984,0.039,0.049949032,0.210526316,0
1,63,0.01,TRUE,5,1000,0.990815239,0.996,0.965,0.049196787,0,1
6,58,0.03,TRUE,50,1000,0.972880677,0.918,0.184,0.2,0.05,1
3,59,0.02,TRUE,5,1000,0.969376467,0.913,0.187,0.195389682,0.056179775,1
4,71,0.02,TRUE,50,1000,0.98168345,0.991,0.969,0.049445005,0.111111111,1
2,62,0.01,TRUE,50,1000,0.991693987,0.996,0.97,0.049196787,0,1
8,72,0.04,TRUE,50,1000,0.986530123,0.994,0.971,0.049295775,0.166666667,1
7,63,0.04,TRUE,5,1000,0.981964972,0.981,0.883,0.199592668,0,0
5,76,0.03,TRUE,5,1000,0.979872281,0.987,0.043,0.049796748,0.1875,0
1,64,0.01,TRUE,5,1000,0.990588138,0.996,0.972,0.049196787,0,1
4,72,0.02,TRUE,50,1000,0.98165993,0.991,0.966,0.049445005,0.111111111,1
8,73,0.04,TRUE,50,1000,0.986302896,0.993,0.971,0.049295775,0.166666667,1
5,77,0.03,TRUE,5,1000,0.979945645,0.988,0.038,0.04964539,0.153846154,0
7,64,0.04,TRUE,5,1000,0.982093837,0.976,0.882,0.198776758,0.052631579,0
6,59,0.03,TRUE,50,1000,0.972657442,0.917,0.169,0.199346405,0.048780488,1
3,60,0.02,TRUE,5,1000,0.969148404,0.911,0.186,0.198247536,0.034482759,1
2,63,0.01,TRUE,50,1000,0.991654202,0.996,0.967,0.049196787,0,1
4,73,0.02,TRUE,50,1000,0.981319437,0.992,0.963,0.049445005,0.111111111,1
1,65,0.01,TRUE,5,1000,0.990553608,0.996,0.972,0.049196787,0,1
8,74,0.04,TRUE,50,1000,0.986242908,0.994,0.965,0.049345418,0.142857143,1
5,78,0.03,TRUE,5,1000,0.979689421,0.989,0.037,0.049595142,0.166666667,0
7,65,0.04,TRUE,5,1000,0.981444852,0.971,0.887,0.198770492,0.041666667,0
6,60,0.03,TRUE,50,1000,0.973053241,0.917,0.166,0.199563795,0.048192771,1
3,61,0.02,TRUE,5,1000,0.968135396,0.908,0.214,0.192096597,0.056179775,1
2,64,0.01,TRUE,50,1000,0.99157561,0.995,0.966,0.049196787,0,1
4,74,0.02,TRUE,50,1000,0.981257025,0.993,0.969,0.049395161,0.125,1
1,66,0.01,TRUE,5,1000,0.990578339,0.996,0.962,0.050200803,0,1
8,75,0.04,TRUE,50,1000,0.986466089,0.993,0.879,0.199195171,0,0
5,79,0.03,TRUE,5,1000,0.979430504,0.986,0.105,0.199191102,0,1
3,62,0.02,TRUE,5,1000,0.968234618,0.905,0.216,0.193832599,0.043478261,1
7,66,0.04,TRUE,5,1000,0.981255014,0.968,0.874,0.198764161,0.034482759,0
4,75,0.02,TRUE,50,1000,0.98113397,0.993,0.968,0.049345418,0.142857143,1
6,61,0.03,TRUE,50,1000,0.972100967,0.919,0.166,0.199563795,0.048192771,1
2,65,0.01,TRUE,50,1000,0.991372461,0.996,0.968,0.049246231,0.2,1
5,80,0.03,TRUE,5,1000,0.979282573,0.982,0.104,0.198782961,0,1
8,76,0.04,TRUE,50,1000,0.986158488,0.992,0.883,0.19939577,0,0
1,67,0.01,TRUE,5,1000,0.990614794,0.996,0.972,0.049196787,0,1
4,76,0.02,TRUE,50,1000,0.981154305,0.993,0.972,0.049345418,0.142857143,1
7,67,0.04,TRUE,5,1000,0.980792354,0.966,0.864,0.198347107,0.03125,0
3,63,0.02,TRUE,5,1000,0.967386063,0.901,0.228,0.193370166,0.042105263,1
6,62,0.03,TRUE,50,1000,0.971825894,0.917,0.157,0.199129489,0.049382716,1
5,81,0.03,TRUE,5,1000,0.977824606,0.976,0.112,0.198574338,0.055555556,1
2,66,0.01,TRUE,50,1000,0.991268714,0.996,0.971,0.049196787,0,1
8,77,0.04,TRUE,50,1000,0.985625392,0.99,0.895,0.199596774,0,0
1,68,0.01,TRUE,5,1000,0.990338446,0.995,0.974,0.049196787,0,1
4,77,0.02,TRUE,50,1000,0.981003974,0.994,0.968,0.049345418,0.142857143,1
3,64,0.02,TRUE,5,1000,0.967584297,0.899,0.209,0.197558269,0.03030303,1
7,68,0.04,TRUE,5,1000,0.981136885,0.963,0.856,0.198757764,0.029411765,0
2,67,0.01,TRUE,50,1000,0.991175004,0.994,0.969,0.049196787,0,1
5,82,0.03,TRUE,5,1000,0.977861107,0.98,0.05,0.050204918,0.208333333,0
6,63,0.03,TRUE,50,1000,0.971179503,0.916,0.181,0.199563795,0.048192771,1
8,78,0.04,TRUE,50,1000,0.985327425,0.985,0.88,0.2,0,0
1,69,0.01,TRUE,5,1000,0.990243468,0.996,0.972,0.049246231,0.2,1
4,78,0.02,TRUE,50,1000,0.981014579,0.995,0.972,0.049295775,0.166666667,1
3,65,0.02,TRUE,5,1000,0.967358415,0.904,0.202,0.191323693,0.079207921,1
5,83,0.03,TRUE,5,1000,0.977640264,0.979,0.045,0.05,0.2,0
8,79,0.04,TRUE,50,1000,0.984741776,0.98,0.892,0.2,0,0
7,69,0.04,TRUE,5,1000,0.9801938,0.959,0.876,0.198338525,0.027027027,0
6,64,0.03,TRUE,50,1000,0.970537695,0.913,0.161,0.199781659,0.047619048,1
1,70,0.01,TRUE,5,1000,0.990107809,0.996,0.97,0.049196787,0,1
2,68,0.01,TRUE,50,1000,0.991107522,0.995,0.973,0.049295775,0.166666667,1
4,79,0.02,TRUE,50,1000,0.980535283,0.994,0.97,0.049246231,0.2,1
5,84,0.03,TRUE,5,1000,0.977706832,0.981,0.039,0.049029622,0.19047619,0
8,80,0.04,TRUE,50,1000,0.984395653,0.978,0.882,0.2,0.05,0
3,66,0.02,TRUE,5,1000,0.966636145,0.902,0.207,0.19579646,0.041666667,1
6,65,0.03,TRUE,50,1000,0.969539112,0.905,0.177,0.199342826,0.045977011,1
7,70,0.04,TRUE,5,1000,0.97953411,0.958,0.855,0.198123045,0.048780488,0
1,71,0.01,TRUE,5,1000,0.990030969,0.996,0.967,0.049196787,0,1
2,69,0.01,TRUE,50,1000,0.990898138,0.995,0.976,0.049246231,0.2,1
4,80,0.02,TRUE,50,1000,0.980634155,0.994,0.972,0.049295775,0.166666667,1
5,85,0.03,TRUE,5,1000,0.976770162,0.978,0.125,0.199796126,0,1
8,81,0.04,TRUE,50,1000,0.983968794,0.977,0.887,0.199386503,0.045454545,0
1,72,0.01,TRUE,5,1000,0.989860598,0.996,0.974,0.049196787,0,1
7,71,0.04,TRUE,5,1000,0.979632365,0.965,0.933,0.050104384,0.214285714,1
3,67,0.02,TRUE,5,1000,0.965606254,0.897,0.218,0.190687361,0.071428571,1
2,70,0.01,TRUE,50,1000,0.990865688,0.996,0.963,0.049246231,0.2,1
6,66,0.03,TRUE,50,1000,0.969130642,0.907,0.182,0.2,0.042105263,1
4,81,0.02,TRUE,50,1000,0.980361107,0.993,0.968,0.049295775,0.166666667,1
5,86,0.03,TRUE,5,1000,0.976514695,0.975,0.126,0.198364008,0.045454545,1
8,82,0.04,TRUE,50,1000,0.983964908,0.972,0.874,0.199590583,0.043478261,0
7,72,0.04,TRUE,5,1000,0.979353305,0.972,0.935,0.049740933,0.2,1
1,73,0.01,TRUE,5,1000,0.989710537,0.996,0.971,0.049196787,0,1
3,68,0.02,TRUE,5,1000,0.964745605,0.896,0.23,0.193979933,0.048543689,1
2,71,0.01,TRUE,50,1000,0.99063999,0.995,0.968,0.049196787,0,1
6,67,0.03,TRUE,50,1000,0.968745673,0.909,0.179,0.199558986,0.043010753,1
4,82,0.02,TRUE,50,1000,0.980551962,0.993,0.97,0.049345418,0.142857143,1
5,87,0.03,TRUE,5,1000,0.975821791,0.97,0.108,0.198974359,0.04,1
8,83,0.04,TRUE,50,1000,0.983816057,0.968,0.865,0.199588477,0.035714286,0
7,73,0.04,TRUE,5,1000,0.979662684,0.976,0.943,0.049382716,0.178571429,1
1,74,0.01,TRUE,5,1000,0.989813176,0.996,0.973,0.049196787,0,1
3,69,0.02,TRUE,5,1000,0.964308205,0.895,0.233,0.190848214,0.057692308,1
2,72,0.01,TRUE,50,1000,0.990488566,0.995,0.968,0.049246231,0.2,1
4,83,0.02,TRUE,50,1000,0.980521688,0.994,0.972,0.049345418,0.142857143,1
5,88,0.03,TRUE,5,1000,0.97554415,0.968,0.122,0.198969072,0.033333333,1
7,74,0.04,TRUE,5,1000,0.979127358,0.974,0.865,0.198770492,0.041666667,0
6,68,0.03,TRUE,50,1000,0.968253704,0.905,0.17,0.199119912,0.043956044,1
8,84,0.04,TRUE,50,1000,0.983567668,0.972,0.947,0.049586777,0.1875,1
1,75,0.01,TRUE,5,1000,0.98970456,0.994,0.973,0.049196787,0,1
3,70,0.02,TRUE,5,1000,0.962530474,0.891,0.237,0.191061453,0.038095238,1
5,89,0.03,TRUE,5,1000,0.975494073,0.965,0.116,0.19731405,0.0625,1
4,84,0.02,TRUE,50,1000,0.980365011,0.995,0.967,0.049295775,0.166666667,1
6,69,0.03,TRUE,50,1000,0.968439424,0.904,0.182,0.2,0.042105263,1
2,73,0.01,TRUE,50,1000,0.990379902,0.995,0.975,0.049246231,0.2,1
8,85,0.04,TRUE,50,1000,0.983320792,0.977,0.941,0.049382716,0.178571429,1
7,75,0.04,TRUE,5,1000,0.979142421,0.971,0.871,0.198151951,0.038461538,0
1,76,0.01,TRUE,5,1000,0.989669422,0.995,0.974,0.049295775,0.166666667,1
4,85,0.02,TRUE,50,1000,0.980221493,0.994,0.97,0.049246231,0.2,1
5,90,0.03,TRUE,5,1000,0.975551832,0.962,0.129,0.198963731,0.057142857,1
3,71,0.02,TRUE,5,1000,0.962450171,0.892,0.234,0.188552189,0.073394495,1
8,86,0.04,TRUE,50,1000,0.983180304,0.981,0.958,0.04912999,0.173913043,1
2,74,0.01,TRUE,50,1000,0.990325737,0.996,0.965,0.049246231,0.2,1
6,70,0.03,TRUE,50,1000,0.966812983,0.901,0.197,0.199115044,0.041666667,1
1,77,0.01,TRUE,5,1000,0.989271221,0.996,0.975,0.049246231,0.2,1
7,76,0.04,TRUE,5,1000,0.978451604,0.968,0.868,0.197734295,0.034482759,0
4,86,0.02,TRUE,50,1000,0.979989497,0.994,0.965,0.049295775,0.166666667,1
5,91,0.03,TRUE,5,1000,0.975035754,0.956,0.138,0.198544699,0.052631579,1
