run.number,step,p.transition,conform.fixation,sample.size,population,mean.p.conform,mean.conform,mean.action,conformist.mortality,contrarian.mortality,environment
4,1613,0.02,TRUE,50,1000,0.817593389,0.885,0.133,0.049425287,0.2,0
5,1718,0.03,TRUE,5,1000,0.911504321,0.974,0.948,0.049484536,0.2,1
1,1638,0.01,TRUE,5,1000,0.913601573,0.845,0.665,0.176814988,0.061643836,0
3,1630,0.02,TRUE,5,1000,0.905220126,0.972,0.057,0.050515464,0.166666667,0
6,1548,0.03,TRUE,50,1000,0.814881285,0.951,0.073,0.049630412,0.188679245,0
8,1621,0.04,TRUE,50,1000,0.792621037,0.784,0.724,0.2,0.046153846,0
2,1537,0.01,TRUE,50,1000,0.860763485,0.964,0.057,0.049689441,0.176470588,0
4,1614,0.02,TRUE,50,1000,0.818463715,0.89,0.125,0.049717514,0.2,0
7,1628,0.04,TRUE,5,1000,0.897938777,0.949,0.876,0.199174407,0.032258065,0
5,1719,0.03,TRUE,5,1000,0.911307335,0.974,0.947,0.049281314,0.192307692,1
1,1639,0.01,TRUE,5,1000,0.912985034,0.851,0.575,0.149112426,0.122580645,0
3,1631,0.02,TRUE,5,1000,0.904670824,0.975,0.052,0.049382716,0.178571429,0
8,1622,0.04,TRUE,50,1000,0.792674952,0.753,0.711,0.198979592,0.046296296,0
2,1538,0.01,TRUE,50,1000,0.861457962,0.96,0.061,0.049792531,0.194444444,0
4,1615,0.02,TRUE,50,1000,0.820293684,0.897,0.126,0.049438202,0.2,0
6,1549,0.03,TRUE,50,1000,0.816243487,0.949,0.075,0.049421661,0.183673469,0
7,1629,0.04,TRUE,5,1000,0.898280262,0.929,0.848,0.198103267,0.039215686,0
5,1720,0.03,TRUE,5,1000,0.912424111,0.977,0.952,0.049281314,0.192307692,1
3,1632,0.02,TRUE,5,1000,0.904166634,0.956,0.123,0.198974359,0.04,1
1,1640,0.01,TRUE,5,1000,0.91355786,0.852,0.579,0.149236193,0.11409396,0
8,1623,0.04,TRUE,50,1000,0.791908477,0.717,0.684,0.199203187,0.048582996,0
2,1539,0.01,TRUE,50,1000,0.861142472,0.958,0.062,0.05,0.2,0
4,1616,0.02,TRUE,50,1000,0.820637684,0.908,0.117,0.049052397,0.194174757,0
5,1721,0.03,TRUE,5,1000,0.912297687,0.977,0.956,0.04912999,0.173913043,1
6,1550,0.03,TRUE,50,1000,0.815731852,0.945,0.07,0.049525817,0.196078431,0
7,1630,0.04,TRUE,5,1000,0.89877687,0.914,0.821,0.200215285,0.014084507,0
3,1633,0.02,TRUE,5,1000,0.903716534,0.938,0.14,0.197698745,0.045454545,1
8,1624,0.04,TRUE,50,1000,0.79125489,0.701,0.661,0.19944212,0.049469965,0
1,1641,0.01,TRUE,5,1000,0.914636627,0.859,0.572,0.15258216,0.087837838,0
4,1617,0.02,TRUE,50,1000,0.819924319,0.917,0.102,0.049559471,0.195652174,0
2,1540,0.01,TRUE,50,1000,0.861253365,0.954,0.055,0.049060543,0.19047619,0
5,1722,0.03,TRUE,5,1000,0.912816774,0.978,0.961,0.04912999,0.173913043,1
6,1551,0.03,TRUE,50,1000,0.814167744,0.95,0.073,0.04973545,0.2,0
7,1631,0.04,TRUE,5,1000,0.89582813,0.897,0.817,0.196936543,0.046511628,0
3,1634,0.02,TRUE,5,1000,0.903348904,0.927,0.175,0.197228145,0.048387097,1
8,1625,0.04,TRUE,50,1000,0.789294926,0.687,0.644,0.19828816,0.050167224,0
4,1618,0.02,TRUE,50,1000,0.82063966,0.924,0.095,0.049073064,0.192771084,0
1,1642,0.01,TRUE,5,1000,0.911390923,0.857,0.573,0.151338766,0.09929078,0
5,1723,0.03,TRUE,5,1000,0.913475093,0.975,0.958,0.049079755,0.181818182,1
2,1541,0.01,TRUE,50,1000,0.861684653,0.956,0.069,0.049266247,0.195652174,0
6,1552,0.03,TRUE,50,1000,0.815443285,0.947,0.069,0.049473684,0.2,0
7,1632,0.04,TRUE,5,1000,0.896706689,0.878,0.811,0.196209588,0.048543689,0
3,1635,0.02,TRUE,5,1000,0.903417562,0.916,0.16,0.195253506,0.054794521,1
1,1643,0.01,TRUE,5,1000,0.910944787,0.853,0.599,0.157526254,0.083916084,0
4,1619,0.02,TRUE,50,1000,0.818255393,0.924,0.087,0.04978355,0.197368421,0
5,1724,0.03,TRUE,5,1000,0.913723192,0.977,0.955,0.049230769,0.2,1
8,1626,0.04,TRUE,50,1000,0.788179836,0.669,0.632,0.19650655,0.051118211,0
2,1542,0.01,TRUE,50,1000,0.861804247,0.957,0.062,0.04916318,0.181818182,0
6,1553,0.03,TRUE,50,1000,0.816691533,0.947,0.075,0.049630412,0.188679245,0
7,1633,0.04,TRUE,5,1000,0.897581719,0.865,0.765,0.190205011,0.073770492,0
4,1620,0.02,TRUE,50,1000,0.819284301,0.927,0.083,0.04978355,0.197368421,0
3,1636,0.02,TRUE,5,1000,0.902329408,0.907,0.185,0.197598253,0.047619048,1
1,1644,0.01,TRUE,5,1000,0.91240979,0.855,0.618,0.164126612,0.068027211,0
8,1627,0.04,TRUE,50,1000,0.785556253,0.655,0.618,0.197309417,0.048338369,0
5,1725,0.03,TRUE,5,1000,0.91380811,0.977,0.956,0.04912999,0.173913043,1
2,1543,0.01,TRUE,50,1000,0.860860679,0.955,0.063,0.049111808,0.186046512,0
6,1554,0.03,TRUE,50,1000,0.815169797,0.948,0.073,0.049630412,0.188679245,0
7,1634,0.04,TRUE,5,1000,0.895753685,0.849,0.736,0.189595376,0.059259259,0
4,1621,0.02,TRUE,50,1000,0.818897584,0.928,0.092,0.049622438,0.191780822,0
3,1637,0.02,TRUE,5,1000,0.90006427,0.903,0.216,0.191841235,0.064516129,1
8,1628,0.04,TRUE,50,1000,0.784994492,0.647,0.594,0.19389313,0.055072464,0
5,1726,0.03,TRUE,5,1000,0.913691797,0.976,0.956,0.04912999,0.173913043,1
1,1645,0.01,TRUE,5,1000,0.910205572,0.848,0.635,0.169590643,0.062068966,0
2,1544,0.01,TRUE,50,1000,0.861980487,0.959,0.067,0.04921466,0.2,0
4,1622,0.02,TRUE,50,1000,0.820378461,0.929,0.093,0.049568966,0.194444444,0
6,1555,0.03,TRUE,50,1000,0.814929135,0.949,0.067,0.049578059,0.192307692,0
7,1635,0.04,TRUE,5,1000,0.892947282,0.848,0.713,0.183745583,0.072847682,0
5,1727,0.03,TRUE,5,1000,0.913962959,0.977,0.956,0.049180328,0.166666667,1
8,1629,0.04,TRUE,50,1000,0.782141343,0.638,0.577,0.194744977,0.050991501,0
3,1638,0.02,TRUE,5,1000,0.896258825,0.891,0.214,0.19269103,0.051546392,1
2,1545,0.01,TRUE,50,1000,0.863212375,0.959,0.061,0.049009385,0.195121951,0
1,1646,0.01,TRUE,5,1000,0.908047559,0.839,0.594,0.166273585,0.046052632,0
4,1623,0.02,TRUE,50,1000,0.821906753,0.934,0.084,0.049515608,0.197183099,0
5,1728,0.03,TRUE,5,1000,0.914152982,0.971,0.954,0.04912999,0.173913043,1
6,1556,0.03,TRUE,50,1000,0.815153158,0.953,0.07,0.049525817,0.196078431,0
7,1636,0.04,TRUE,5,1000,0.889037453,0.838,0.693,0.179245283,0.078947368,0
8,1630,0.04,TRUE,50,1000,0.783062723,0.627,0.57,0.194357367,0.052486188,0
3,1639,0.02,TRUE,5,1000,0.893767155,0.876,0.229,0.191919192,0.064220183,1
1,1647,0.01,TRUE,5,1000,0.906140402,0.838,0.623,0.15852205,0.099378882,0
2,1546,0.01,TRUE,50,1000,0.8635768,0.959,0.067,0.049009385,0.195121951,0
4,1624,0.02,TRUE,50,1000,0.821006386,0.936,0.085,0.049250535,0.196969697,0
5,1729,0.03,TRUE,5,1000,0.914160467,0.97,0.951,0.049433574,0.172413793,1
6,1557,0.03,TRUE,50,1000,0.815496618,0.953,0.062,0.049317943,0.191489362,0
7,1637,0.04,TRUE,5,1000,0.887805058,0.828,0.721,0.186157518,0.061728395,0
8,1631,0.04,TRUE,50,1000,0.782283725,0.613,0.544,0.196172249,0.042895442,0
3,1640,0.02,TRUE,5,1000,0.893322152,0.864,0.247,0.196347032,0.024193548,1
1,1648,0.01,TRUE,5,1000,0.906015805,0.844,0.596,0.1575179,0.098765432,0
2,1547,0.01,TRUE,50,1000,0.863528523,0.955,0.064,0.049009385,0.195121951,0
4,1625,0.02,TRUE,50,1000,0.822318857,0.937,0.079,0.049145299,0.1875,0
5,1730,0.03,TRUE,5,1000,0.913791322,0.97,0.948,0.049484536,0.2,1
7,1638,0.04,TRUE,5,1000,0.886453586,0.815,0.694,0.177536232,0.087209302,0
8,1632,0.04,TRUE,50,1000,0.780680155,0.611,0.539,0.185970636,0.059431525,0
6,1558,0.03,TRUE,50,1000,0.814904858,0.957,0.071,0.049317943,0.191489362,0
1,1649,0.01,TRUE,5,1000,0.902868814,0.841,0.591,0.158767773,0.08974359,0
3,1641,0.02,TRUE,5,1000,0.892707779,0.855,0.238,0.193287037,0.058823529,1
2,1548,0.01,TRUE,50,1000,0.862134601,0.955,0.06,0.04921466,0.2,0
4,1626,0.02,TRUE,50,1000,0.823703384,0.938,0.076,0.04909285,0.19047619,0
5,1731,0.03,TRUE,5,1000,0.913316177,0.969,0.946,0.049484536,0.2,1
8,1633,0.04,TRUE,50,1000,0.779926507,0.62,0.523,0.166939444,0.079691517,0
1,1650,0.01,TRUE,5,1000,0.899970283,0.841,0.52,0.145065398,0.075471698,0
7,1639,0.04,TRUE,5,1000,0.888006438,0.843,0.729,0.071165644,0.183783784,1
6,1559,0.03,TRUE,50,1000,0.816555309,0.958,0.056,0.049111808,0.186046512,0
3,1642,0.02,TRUE,5,1000,0.89301759,0.87,0.199,0.064327485,0.165517241,0
2,1549,0.01,TRUE,50,1000,0.862551897,0.956,0.073,0.04921466,0.2,0
5,1732,0.03,TRUE,5,1000,0.912703103,0.971,0.941,0.049535604,0.193548387,1
4,1627,0.02,TRUE,50,1000,0.823025615,0.939,0.08,0.049040512,0.193548387,0
8,1634,0.04,TRUE,50,1000,0.780593282,0.627,0.487,0.15,0.092105263,0
7,1640,0.04,TRUE,5,1000,0.890088893,0.861,0.755,0.072360617,0.165605096,1
1,1651,0.01,TRUE,5,1000,0.902300639,0.848,0.439,0.120095125,0.125786164,0
6,1560,0.03,TRUE,50,1000,0.817973682,0.955,0.062,0.049060543,0.19047619,0
3,1643,0.02,TRUE,5,1000,0.894881035,0.889,0.152,0.052873563,0.192307692,0
2,1550,0.01,TRUE,50,1000,0.863012557,0.933,0.129,0.199790795,0.045454545,1
5,1733,0.03,TRUE,5,1000,0.913558305,0.972,0.949,0.05046344,0.172413793,1
4,1628,0.02,TRUE,50,1000,0.824121665,0.942,0.083,0.048988285,0.196721311,0
8,1635,0.04,TRUE,50,1000,0.780857162,0.64,0.527,0.145135566,0.117962466,0
6,1561,0.03,TRUE,50,1000,0.817919687,0.954,0.072,0.04921466,0.2,0
3,1644,0.02,TRUE,5,1000,0.894533408,0.906,0.138,0.053993251,0.189189189,0
7,1641,0.04,TRUE,5,1000,0.892161847,0.883,0.803,0.058072009,0.208633094,1
1,1652,0.01,TRUE,5,1000,0.903488789,0.864,0.349,0.093160377,0.177631579,0
5,1734,0.03,TRUE,5,1000,0.913363402,0.973,0.947,0.049382716,0.178571429,1
4,1629,0.02,TRUE,50,1000,0.823566488,0.939,0.077,0.049893843,0.189655172,0
2,1551,0.01,TRUE,50,1000,0.861360778,0.914,0.16,0.199356913,0.044776119,1
6,1562,0.03,TRUE,50,1000,0.818498011,0.957,0.067,0.049266247,0.195652174,0
8,1636,0.04,TRUE,50,1000,0.780487817,0.643,0.513,0.1546875,0.094444444,0
7,1642,0.04,TRUE,5,1000,0.892685963,0.899,0.836,0.054360136,0.205128205,1
1,1653,0.01,TRUE,5,1000,0.903932774,0.871,0.278,0.085648148,0.139705882,0
3,1645,0.02,TRUE,5,1000,0.894848085,0.919,0.121,0.050772627,0.20212766,0
5,1735,0.03,TRUE,5,1000,0.912796714,0.972,0.951,0.049331963,0.185185185,1
4,1630,0.02,TRUE,50,1000,0.824739929,0.938,0.083,0.048988285,0.196721311,0
2,1552,0.01,TRUE,50,1000,0.860982627,0.887,0.169,0.199124726,0.046511628,1
8,1637,0.04,TRUE,50,1000,0.779279175,0.659,0.491,0.130637636,0.120448179,0
6,1563,0.03,TRUE,50,1000,0.819446389,0.959,0.064,0.049111808,0.186046512,0
7,1643,0.04,TRUE,5,1000,0.89353872,0.911,0.863,0.052280311,0.207920792,1
5,1736,0.03,TRUE,5,1000,0.913391324,0.974,0.949,0.049382716,0.178571429,1
1,1654,0.01,TRUE,5,1000,0.905468362,0.891,0.196,0.059701493,0.209302326,0
3,1646,0.02,TRUE,5,1000,0.895707193,0.934,0.106,0.048966268,0.222222222,0
4,1631,0.02,TRUE,50,1000,0.826612981,0.941,0.077,0.049040512,0.193548387,0
6,1564,0.03,TRUE,50,1000,0.819011191,0.959,0.058,0.049009385,0.195121951,0
7,1644,0.04,TRUE,5,1000,0.89400183,0.923,0.882,0.050493963,0.213483146,1
2,1553,0.01,TRUE,50,1000,0.859703887,0.864,0.192,0.199549042,0.044247788,1
5,1737,0.03,TRUE,5,1000,0.913255136,0.97,0.945,0.050308008,0.153846154,1
1,1655,0.01,TRUE,5,1000,0.906585862,0.902,0.145,0.056116723,0.183486239,0
8,1638,0.04,TRUE,50,1000,0.779305109,0.681,0.412,0.097116844,0.149560117,0
3,1647,0.02,TRUE,5,1000,0.895934399,0.942,0.082,0.050321199,0.196969697,0
4,1632,0.02,TRUE,50,1000,0.827346669,0.937,0.079,0.049946865,0.186440678,0
6,1565,0.03,TRUE,50,1000,0.818902157,0.95,0.062,0.049009385,0.195121951,0
7,1645,0.04,TRUE,5,1000,0.895148882,0.931,0.904,0.05092091,0.194805195,1
1,1656,0.01,TRUE,5,1000,0.906644206,0.919,0.126,0.049889135,0.214285714,0
8,1639,0.04,TRUE,50,1000,0.779913988,0.72,0.313,0.055800294,0.188087774,0
3,1648,0.02,TRUE,5,1000,0.896164799,0.949,0.082,0.050955414,0.172413793,0
5,1738,0.03,TRUE,5,1000,0.913662524,0.968,0.949,0.049484536,0.2,1
2,1554,0.01,TRUE,50,1000,0.85821154,0.847,0.219,0.199074074,0.044117647,1
4,1633,0.02,TRUE,50,1000,0.829062991,0.943,0.076,0.04909285,0.19047619,0
7,1646,0.04,TRUE,5,1000,0.895353595,0.936,0.915,0.051557465,0.173913043,1
6,1566,0.03,TRUE,50,1000,0.819298071,0.949,0.069,0.049473684,0.2,0
1,1657,0.01,TRUE,5,1000,0.907609606,0.929,0.097,0.050054407,0.197530864,0
3,1649,0.02,TRUE,5,1000,0.89698071,0.955,0.073,0.049525817,0.196078431,0
5,1739,0.03,TRUE,5,1000,0.913840397,0.969,0.946,0.049586777,0.1875,1
8,1640,0.04,TRUE,50,1000,0.780218676,0.754,0.275,0.05,0.196428571,0
2,1555,0.01,TRUE,50,1000,0.857503998,0.824,0.235,0.199527745,0.045751634,1
4,1634,0.02,TRUE,50,1000,0.828025281,0.944,0.078,0.049840933,0.192982456,0
7,1647,0.04,TRUE,5,1000,0.896545999,0.94,0.92,0.049145299,0.1875,1
1,1658,0.01,TRUE,5,1000,0.908989707,0.939,0.087,0.049515608,0.211267606,0
6,1567,0.03,TRUE,50,1000,0.820369674,0.949,0.072,0.049525817,0.196078431,0
3,1650,0.02,TRUE,5,1000,0.896955898,0.961,0.068,0.04921466,0.2,0
5,1740,0.03,TRUE,5,1000,0.913905445,0.97,0.954,0.049535604,0.193548387,1
8,1641,0.04,TRUE,50,1000,0.7812215,0.79,0.234,0.049071618,0.199186992,0
4,1635,0.02,TRUE,50,1000,0.827596,0.942,0.064,0.049788136,0.196428571,0
2,1556,0.01,TRUE,50,1000,0.855410545,0.807,0.262,0.199029126,0.045454545,1
7,1648,0.04,TRUE,5,1000,0.897876786,0.948,0.917,0.04893617,0.2,1
5,1741,0.03,TRUE,5,1000,0.915329621,0.97,0.946,0.049484536,0.2,1
6,1568,0.03,TRUE,50,1000,0.820084957,0.948,0.066,0.049525817,0.196078431,0
1,1659,0.01,TRUE,5,1000,0.908478386,0.944,0.082,0.051118211,0.163934426,0
3,1651,0.02,TRUE,5,1000,0.897419568,0.963,0.058,0.049947971,0.179487179,0
8,1642,0.04,TRUE,50,1000,0.781512694,0.812,0.213,0.049367089,0.2,0
4,1636,0.02,TRUE,50,1000,0.828628768,0.943,0.078,0.049893843,0.189655172,0
5,1742,0.03,TRUE,5,1000,0.914898024,0.968,0.947,0.049484536,0.2,1
2,1557,0.01,TRUE,50,1000,0.854200934,0.785,0.267,0.199504337,0.046632124,1
7,1649,0.04,TRUE,5,1000,0.896575369,0.933,0.855,0.198312236,0.038461538,0
6,1569,0.03,TRUE,50,1000,0.81980822,0.949,0.075,0.049578059,0.192307692,0
1,1660,0.01,TRUE,5,1000,0.908910264,0.949,0.075,0.049788136,0.196428571,0
3,1652,0.02,TRUE,5,1000,0.897409333,0.964,0.056,0.050882658,0.162162162,0
8,1643,0.04,TRUE,50,1000,0.783247586,0.829,0.188,0.049261084,0.196808511,0
4,1637,0.02,TRUE,50,1000,0.828903469,0.948,0.073,0.049840933,0.192982456,0
2,1558,0.01,TRUE,50,1000,0.852703904,0.775,0.29,0.2,0.046511628,1
5,1743,0.03,TRUE,5,1000,0.916598281,0.97,0.95,0.049586777,0.1875,1
7,1650,0.04,TRUE,5,1000,0.899015529,0.916,0.842,0.198285102,0.029850746,0
1,1661,0.01,TRUE,5,1000,0.909048553,0.957,0.075,0.049525817,0.196078431,0
3,1653,0.02,TRUE,5,1000,0.89697179,0.966,0.063,0.049792531,0.194444444,0
6,1570,0.03,TRUE,50,1000,0.820703921,0.947,0.073,0.049525817,0.196078431,0
8,1644,0.04,TRUE,50,1000,0.784487279,0.844,0.176,0.049457177,0.198830409,0
4,1638,0.02,TRUE,50,1000,0.828978301,0.95,0.071,0.049578059,0.192307692,0
7,1651,0.04,TRUE,5,1000,0.899603979,0.904,0.803,0.19650655,0.047619048,0
5,1744,0.03,TRUE,5,1000,0.917197826,0.971,0.947,0.049484536,0.2,1
2,1559,0.01,TRUE,50,1000,0.848995982,0.76,0.308,0.2,0.048888889,1
3,1654,0.02,TRUE,5,1000,0.896372434,0.966,0.056,0.049689441,0.176470588,0
1,1662,0.01,TRUE,5,1000,0.910090406,0.962,0.064,0.049111808,0.186046512,0
6,1571,0.03,TRUE,50,1000,0.820225196,0.943,0.069,0.049630412,0.188679245,0
8,1645,0.04,TRUE,50,1000,0.785772552,0.858,0.159,0.049763033,0.198717949,0
4,1639,0.02,TRUE,50,1000,0.828038515,0.942,0.07,0.049473684,0.2,0
7,1652,0.04,TRUE,5,1000,0.897445655,0.891,0.803,0.193584071,0.0625,0
3,1655,0.02,TRUE,5,1000,0.896497275,0.968,0.054,0.049689441,0.205882353,0
5,1745,0.03,TRUE,5,1000,0.916226427,0.968,0.951,0.049433574,0.172413793,1
2,1560,0.01,TRUE,50,1000,0.849292316,0.746,0.301,0.2,0.05,1
1,1663,0.01,TRUE,5,1000,0.910005963,0.962,0.061,0.04989605,0.184210526,0
6,1572,0.03,TRUE,50,1000,0.821815132,0.944,0.082,0.049840933,0.192982456,0
8,1646,0.04,TRUE,50,1000,0.78874881,0.877,0.157,0.048951049,0.197183099,0
4,1640,0.02,TRUE,50,1000,0.829821294,0.938,0.077,0.049893843,0.189655172,0
5,1746,0.03,TRUE,5,1000,0.916672263,0.97,0.944,0.050619835,0.15625,1
3,1656,0.02,TRUE,5,1000,0.896863893,0.97,0.059,0.049586777,0.1875,0
7,1653,0.04,TRUE,5,1000,0.898184221,0.886,0.769,0.191919192,0.064220183,0
1,1664,0.01,TRUE,5,1000,0.910992403,0.963,0.056,0.04989605,0.184210526,0
2,1561,0.01,TRUE,50,1000,0.847455744,0.74,0.322,0.198391421,0.051181102,1
6,1573,0.03,TRUE,50,1000,0.822780625,0.95,0.076,0.049788136,0.196428571,0
8,1647,0.04,TRUE,50,1000,0.790260088,0.887,0.132,0.049030787,0.195121951,0
3,1657,0.02,TRUE,5,1000,0.896758422,0.97,0.054,0.050515464,0.166666667,0
5,1747,0.03,TRUE,5,1000,0.916107586,0.971,0.948,0.049484536,0.2,1
1,1665,0.01,TRUE,5,1000,0.910277108,0.964,0.059,0.049844237,0.189189189,0
7,1654,0.04,TRUE,5,1000,0.897782603,0.88,0.78,0.190744921,0.078947368,0
4,1641,0.02,TRUE,50,1000,0.83070289,0.942,0.073,0.049040512,0.193548387,0
6,1574,0.03,TRUE,50,1000,0.822693546,0.949,0.064,0.049473684,0.2,0
2,1562,0.01,TRUE,50,1000,0.84395641,0.729,0.332,0.198648649,0.05,1
8,1648,0.04,TRUE,50,1000,0.790250464,0.89,0.129,0.049605411,0.194690265,0
3,1658,0.02,TRUE,5,1000,0.896705912,0.967,0.055,0.049484536,0.2,0
5,1748,0.03,TRUE,5,1000,0.9164346,0.973,0.947,0.049433574,0.206896552,1
7,1655,0.04,TRUE,5,1000,0.895280472,0.863,0.775,0.192045455,0.058333333,0
1,1666,0.01,TRUE,5,1000,0.910556741,0.966,0.053,0.049792531,0.194444444,0
4,1642,0.02,TRUE,50,1000,0.831420002,0.946,0.076,0.049893843,0.189655172,0
6,1575,0.03,TRUE,50,1000,0.82267548,0.949,0.071,0.049525817,0.196078431,0
8,1649,0.04,TRUE,50,1000,0.790385904,0.899,0.119,0.049438202,0.2,0
2,1563,0.01,TRUE,50,1000,0.843198963,0.717,0.345,0.198902606,0.04797048,1
5,1749,0.03,TRUE,5,1000,0.916871601,0.973,0.953,0.049331963,0.185185185,1
3,1659,0.02,TRUE,5,1000,0.895979081,0.969,0.055,0.049638056,0.181818182,0
1,1667,0.01,TRUE,5,1000,0.910185204,0.969,0.055,0.049689441,0.205882353,0
4,1643,0.02,TRUE,50,1000,0.830369764,0.946,0.072,0.049682875,0.185185185,0
7,1656,0.04,TRUE,5,1000,0.893063322,0.847,0.73,0.19235226,0.03649635,0
5,1750,0.03,TRUE,5,1000,0.91785996,0.977,0.953,0.049331963,0.185185185,1
8,1650,0.04,TRUE,50,1000,0.790906157,0.902,0.108,0.04894327,0.198019802,0
6,1576,0.03,TRUE,50,1000,0.822752614,0.95,0.071,0.049525817,0.196078431,0
3,1660,0.02,TRUE,5,1000,0.896093182,0.969,0.048,0.049535604,0.193548387,0
2,1564,0.01,TRUE,50,1000,0.842709177,0.706,0.359,0.19944212,0.049469965,1
4,1644,0.02,TRUE,50,1000,0.832297399,0.947,0.073,0.049682875,0.185185185,0
1,1668,0.01,TRUE,5,1000,0.910070351,0.972,0.057,0.049535604,0.193548387,0
7,1657,0.04,TRUE,5,1000,0.895798349,0.863,0.785,0.068476978,0.150326797,1
5,1751,0.03,TRUE,5,1000,0.91857379,0.979,0.949,0.04912999,0.173913043,1
6,1577,0.03,TRUE,50,1000,0.823129813,0.949,0.068,0.049473684,0.2,0
8,1651,0.04,TRUE,50,1000,0.790457054,0.911,0.114,0.049889135,0.193877551,0
1,1669,0.01,TRUE,5,1000,0.910157885,0.974,0.052,0.049382716,0.178571429,0
2,1565,0.01,TRUE,50,1000,0.84069218,0.699,0.348,0.198300283,0.051020408,1
3,1661,0.02,TRUE,5,1000,0.896568397,0.971,0.056,0.049535604,0.193548387,0
7,1658,0.04,TRUE,5,1000,0.898147878,0.884,0.805,0.059096176,0.197080292,1
4,1645,0.02,TRUE,50,1000,0.83112962,0.944,0.075,0.049630412,0.188679245,0
5,1752,0.03,TRUE,5,1000,0.91831427,0.977,0.95,0.049029622,0.19047619,1
6,1578,0.03,TRUE,50,1000,0.823670077,0.954,0.064,0.049525817,0.196078431,0
8,1652,0.04,TRUE,50,1000,0.791328504,0.908,0.109,0.049396268,0.191011236,0
1,1670,0.01,TRUE,5,1000,0.91066726,0.976,0.053,0.050308008,0.192307692,0
7,1659,0.04,TRUE,5,1000,0.898596865,0.896,0.833,0.062217195,0.155172414,1
2,1566,0.01,TRUE,50,1000,0.838455182,0.687,0.364,0.198855508,0.049833887,1
3,1662,0.02,TRUE,5,1000,0.896388317,0.969,0.048,0.05046344,0.172413793,0
4,1646,0.02,TRUE,50,1000,0.832200189,0.948,0.078,0.049788136,0.196428571,0
5,1753,0.03,TRUE,5,1000,0.920641914,0.979,0.958,0.04912999,0.173913043,1
6,1579,0.03,TRUE,50,1000,0.82526846,0.957,0.055,0.049266247,0.195652174,0
1,1671,0.01,TRUE,5,1000,0.912238348,0.977,0.049,0.049180328,0.166666667,0
8,1653,0.04,TRUE,50,1000,0.791645167,0.918,0.11,0.049559471,0.195652174,0
7,1660,0.04,TRUE,5,1000,0.900215752,0.908,0.862,0.055803571,0.173076923,1
2,1567,0.01,TRUE,50,1000,0.835933602,0.681,0.363,0.197962154,0.051118211,1
3,1663,0.02,TRUE,5,1000,0.896567872,0.965,0.048,0.050567595,0.161290323,0
4,1647,0.02,TRUE,50,1000,0.831310058,0.949,0.067,0.049578059,0.192307692,0
6,1580,0.03,TRUE,50,1000,0.825754416,0.956,0.057,0.049111808,0.186046512,0
1,1672,0.01,TRUE,5,1000,0.912326203,0.979,0.043,0.04912999,0.173913043,0
5,1754,0.03,TRUE,5,1000,0.921331735,0.978,0.95,0.049029622,0.19047619,1
7,1661,0.04,TRUE,5,1000,0.900007508,0.916,0.893,0.053964758,0.163043478,1
2,1568,0.01,TRUE,50,1000,0.83347137,0.671,0.398,0.198237885,0.05015674,1
8,1654,0.04,TRUE,50,1000,0.791127363,0.924,0.09,0.049019608,0.195121951,0
3,1664,0.02,TRUE,5,1000,0.897166077,0.966,0.054,0.050777202,0.171428571,0
6,1581,0.03,TRUE,50,1000,0.827750737,0.96,0.058,0.04916318,0.181818182,0
4,1648,0.02,TRUE,50,1000,0.832720808,0.949,0.072,0.049525817,0.196078431,0
1,1673,0.01,TRUE,5,1000,0.912528276,0.978,0.043,0.049029622,0.19047619,0
7,1662,0.04,TRUE,5,1000,0.90049458,0.929,0.899,0.049126638,0.202380952,1
5,1755,0.03,TRUE,5,1000,0.92013274,0.97,0.883,0.199386503,0.045454545,0
2,1569,0.01,TRUE,50,1000,0.834209136,0.725,0.328,0.050670641,0.203647416,0
8,1655,0.04,TRUE,50,1000,0.791290984,0.926,0.095,0.04978355,0.197368421,0
3,1665,0.02,TRUE,5,1000,0.897474647,0.967,0.054,0.049689441,0.176470588,0
4,1649,0.02,TRUE,50,1000,0.83266,0.946,0.068,0.049525817,0.196078431,0
1,1674,0.01,TRUE,5,1000,0.914170328,0.976,0.043,0.049079755,0.181818182,0
6,1582,0.03,TRUE,50,1000,0.827921142,0.959,0.062,0.05,0.2,0
5,1756,0.03,TRUE,5,1000,0.919919655,0.958,0.872,0.198969072,0.033333333,0
7,1663,0.04,TRUE,5,1000,0.90228781,0.937,0.899,0.051668461,0.183098592,1
8,1656,0.04,TRUE,50,1000,0.791152345,0.923,0.088,0.049676026,0.189189189,0
3,1666,0.02,TRUE,5,1000,0.897912748,0.966,0.048,0.049638056,0.181818182,0
2,1570,0.01,TRUE,50,1000,0.836914393,0.764,0.276,0.049655172,0.2,0
1,1675,0.01,TRUE,5,1000,0.915829864,0.976,0.046,0.049180328,0.166666667,0
4,1650,0.02,TRUE,50,1000,0.831979084,0.947,0.077,0.049682875,0.185185185,0
6,1583,0.03,TRUE,50,1000,0.828421307,0.956,0.062,0.049009385,0.195121951,0
5,1757,0.03,TRUE,5,1000,0.919134104,0.946,0.856,0.198329854,0.047619048,0
7,1664,0.04,TRUE,5,1000,0.902341657,0.947,0.92,0.04909285,0.206349206,1
8,1657,0.04,TRUE,50,1000,0.791406113,0.924,0.092,0.049837486,0.194805195,0
3,1667,0.02,TRUE,5,1000,0.898896853,0.97,0.053,0.049689441,0.176470588,0
